NOM_LOC;NOM_MUN;POBFEM;POBMAS;LONGITUD;LATITUD
Agua Zarca;Villa de Tututepec;163;159;" 97°23'57.003"" W";"15°58'14.400"" N"
San Antonio Río Verde;Villa de Tututepec;66;63;" 97°43'58.821"" W";"16°09'57.229"" N"
El Cacalote;Villa de Tututepec;484;503;" 97°21'00.862"" W";"15°57'16.737"" N"
Camalotillo;Villa de Tututepec;132;132;" 97°39'59.411"" W";"16°05'17.083"" N"
La Cañada;Villa de Tututepec;174;159;" 97°41'03.354"" W";"16°09'16.887"" N"
Benito Juárez;Villa de Tututepec;261;263;" 97°41'50.920"" W";"16°04'09.073"" N"
El Ciruelito;Villa de Tututepec;63;70;" 97°37'44.692"" W";"16°11'16.586"" N"
El Corral;Villa de Tututepec;34;34;" 97°38'45.228"" W";"15°59'08.485"" N"
Chacalapa;Villa de Tututepec;300;312;" 97°33'33.604"" W";"16°04'39.172"" N"
Chacahua;Villa de Tututepec;199;228;" 97°40'49.010"" W";"15°58'12.585"" N"
Charco Redondo;Villa de Tututepec;230;234;" 97°44'14.259"" W";"16°02'32.019"" N"
Duva-Yoo;Villa de Tututepec;126;111;" 97°31'28.069"" W";"16°09'46.187"" N"
El Faisán;Villa de Tututepec;248;235;" 97°42'32.234"" W";"16°08'56.394"" N"
El Gachupín;Villa de Tututepec;110;112;" 97°38'17.695"" W";"16°04'58.318"" N"
Santiago Jocotepec;Villa de Tututepec;859;909;" 97°26'16.381"" W";"16°07'36.642"" N"
El Lagartero;Villa de Tututepec;72;64;" 97°38'36.956"" W";"16°02'23.223"" N"
La Luz;Villa de Tututepec;1417;1367;" 97°35'43.746"" W";"16°06'38.150"" N"
El Mamey;Villa de Tututepec;155;135;" 97°29'40.029"" W";"16°10'15.944"" N"
La Soledad;Villa de Tututepec;173;197;" 97°28'45.666"" W";"16°01'15.838"" N"
Hidalgo;Villa de Tututepec;302;276;" 97°15'13.739"" W";"15°57'30.638"" N"
Palma Sola;Villa de Tututepec;64;70;" 97°36'55.575"" W";"16°05'28.317"" N"
La Pastoría;Villa de Tututepec;216;214;" 97°35'47.879"" W";"16°01'50.332"" N"
Peñas Negras;Villa de Tututepec;298;275;" 97°29'23.508"" W";"16°13'31.453"" N"
Río Grande o Piedra Parada;Villa de Tututepec;8115;7258;" 97°26'15.985"" W";"16°00'49.390"" N"
San Felipe;Villa de Tututepec;206;161;" 97°38'39.829"" W";"16°04'58.081"" N"
San Francisco de Abajo;Villa de Tututepec;279;248;" 97°36'34.076"" W";"16°05'50.369"" N"
San Francisco de Arriba;Villa de Tututepec;140;130;" 97°34'46.457"" W";"16°08'09.926"" N"
San José del Progreso;Villa de Tututepec;2628;2401;" 97°41'48.869"" W";"16°05'44.444"" N"
San José Manialtepec;Villa de Tututepec;594;613;" 97°14'43.898"" W";"15°58'28.756"" N"
San Martín Caballero;Villa de Tututepec;198;198;" 97°18'09.011"" W";"15°58'41.971"" N"
San Miguel;Villa de Tututepec;306;279;" 97°36'32.265"" W";"16°03'49.749"" N"
Santa Ana Tututepec;Villa de Tututepec;399;350;" 97°31'52.334"" W";"16°11'00.436"" N"
Santa Cruz Tututepec;Villa de Tututepec;548;470;" 97°31'47.309"" W";"16°12'30.305"" N"
Santa Rosa de Lima;Villa de Tututepec;1328;1293;" 97°37'24.155"" W";"16°04'17.772"" N"
La Teja;Villa de Tututepec;89;74;" 97°43'02.960"" W";"16°10'27.254"" N"
El Venado;Villa de Tututepec;110;97;" 97°23'29.100"" W";"15°56'50.300"" N"
San José Yugué;Villa de Tututepec;42;36;" 97°42'33.665"" W";"16°05'11.642"" N"
La Plata;Villa de Tututepec;25;26;" 97°12'59.845"" W";"15°57'25.489"" N"
Playa Vieja;Villa de Tututepec;92;103;" 97°36'53.360"" W";"16°05'01.534"" N"
San Isidro Llano Grande;Villa de Tututepec;215;214;" 97°17'02.055"" W";"15°57'09.916"" N"
El Azufre;Villa de Tututepec;245;253;" 97°46'56.579"" W";"15°59'14.010"" N"
Los Limones;Villa de Tututepec;27;28;" 97°29'33.774"" W";"16°01'37.670"" N"
Ojo de Agua;Villa de Tututepec;*;*;" 97°23'13.174"" W";"15°57'50.586"" N"
San Marquitos;Villa de Tututepec;241;209;" 97°42'05.990"" W";"16°05'40.204"" N"
La Consentida;Villa de Tututepec;*;*;" 97°42'00.538"" W";"16°03'57.435"" N"
El Zapotalito;Villa de Tututepec;539;535;" 97°32'58.307"" W";"15°59'11.621"" N"
El Tlacuache;Villa de Tututepec;67;60;" 97°40'52.353"" W";"16°02'02.251"" N"
Plan de Reforma;Villa de Tututepec;57;54;" 97°27'12.827"" W";"16°06'39.447"" N"
Puerto Suelo;Villa de Tututepec;*;*;" 97°14'35.299"" W";"15°55'47.784"" N"
Cerro Hermoso;Villa de Tututepec;76;82;" 97°32'06.537"" W";"15°58'14.843"" N"
Roca Blanca;Villa de Tututepec;6;4;" 97°21'43.349"" W";"15°56'39.175"" N"
El Noventa y Cinco;Villa de Tututepec;*;*;" 97°24'36.690"" W";"15°58'57.204"" N"
Llano Patio;Villa de Tututepec;*;*;" 97°24'57.194"" W";"16°02'56.057"" N"
El Mangal;Villa de Tututepec;*;*;" 97°32'05.211"" W";"16°00'53.543"" N"
El Carnero;Villa de Tututepec;27;28;" 97°36'07.258"" W";"16°05'59.428"" N"
La Ceiba;Villa de Tututepec;*;*;" 97°28'32.765"" W";"16°00'50.698"" N"
La Patrona;Villa de Tututepec;*;*;" 97°37'55.343"" W";"16°05'16.136"" N"
La Sabrosa;Villa de Tututepec;*;*;" 97°34'36.024"" W";"16°02'42.582"" N"
El Tanque;Villa de Tututepec;*;*;" 97°30'32.513"" W";"16°00'35.325"" N"
Vista Hermosa;Villa de Tututepec;*;*;" 97°30'50.423"" W";"16°00'16.188"" N"
Los Guayabos;Villa de Tututepec;*;*;" 97°38'08.130"" W";"16°03'22.582"" N"
La Concha;Villa de Tututepec;6;12;" 97°34'57.361"" W";"16°03'25.668"" N"
Los Llanos del Espinal;Villa de Tututepec;96;108;" 97°34'00.090"" W";"16°01'41.680"" N"
La Ceiba;Villa de Tututepec;*;*;" 97°33'00.741"" W";"16°01'21.705"" N"
Las Palmas (Arena Amarilla Kilómetro 120);Villa de Tututepec;23;20;" 97°12'41.851"" W";"15°57'23.984"" N"
Rancho Nuevo;Villa de Tututepec;2;6;" 97°11'54.629"" W";"15°57'14.443"" N"
La Huichicata;Villa de Tututepec;*;*;" 97°32'47.209"" W";"16°07'58.056"" N"
La Barra de Manialtepec;Villa de Tututepec;*;*;" 97°14'02.353"" W";"15°55'39.473"" N"
Crucero del Faisán;Villa de Tututepec;21;23;" 97°43'13.521"" W";"16°08'46.221"" N"
Las Brisas;Villa de Tututepec;5;6;" 97°42'42.814"" W";"16°06'52.416"" N"
La Esperanza;Villa de Tututepec;*;*;" 97°41'36.464"" W";"16°02'39.657"" N"
El Espinal;Villa de Tututepec;*;*;" 97°34'46.339"" W";"16°02'15.633"" N"
El Médano;Villa de Tututepec;5;5;" 97°38'53.298"" W";"15°58'49.745"" N"
La Treinta;Villa de Tututepec;*;*;" 97°43'33.396"" W";"16°03'23.768"" N"
José Cruz;Villa de Tututepec;*;*;" 97°15'46.018"" W";"15°57'02.718"" N"
Paraíso;Villa de Tututepec;*;*;" 97°42'48.130"" W";"16°03'39.188"" N"
La Parota [Paraje];Villa de Tututepec;*;*;" 97°26'20.722"" W";"16°01'47.418"" N"
Mata de Ajo;Villa de Tututepec;*;*;" 97°34'47.842"" W";"16°05'05.151"" N"
Minizundo;Villa de Tututepec;7;10;" 97°43'32.871"" W";"16°06'49.047"" N"
El Mirador;Villa de Tututepec;*;*;" 97°16'05.345"" W";"15°56'54.567"" N"
Paso del Muerto (Cerro el Hachote);Villa de Tututepec;*;*;" 97°24'22.206"" W";"16°04'53.305"" N"
La Perla (Los Reyes);Villa de Tututepec;*;*;" 97°42'15.232"" W";"16°04'02.499"" N"
San Antonio;Villa de Tututepec;5;7;" 97°20'02.454"" W";"15°57'04.686"" N"
El Gato;Villa de Tututepec;*;*;" 97°18'16.097"" W";"15°56'42.656"" N"
La Tona Chacalapa;Villa de Tututepec;46;59;" 97°33'01.147"" W";"16°05'16.560"" N"
El Mirador;Villa de Tututepec;209;188;" 97°26'32.204"" W";"16°00'42.756"" N"
Chacalapa Abajo;Villa de Tututepec;9;7;" 97°34'53.080"" W";"16°04'40.692"" N"
Río Tigre;Villa de Tututepec;*;*;" 97°29'26.816"" W";"16°09'11.648"" N"
San Vicente;Villa de Tututepec;18;18;" 97°29'07.101"" W";"16°10'31.145"" N"
Alejo Peralta [Colonia];Villa de Tututepec;163;160;" 97°14'41.568"" W";"15°58'00.905"" N"
Playa la Encomienda;Villa de Tututepec;4;2;" 97°24'38.618"" W";"15°56'41.266"" N"
La Guadalupana [Colonia];Villa de Tututepec;149;134;" 97°42'12.572"" W";"16°06'10.987"" N"
Barra Prieta [Paraje];Villa de Tututepec;*;*;" 97°19'23.685"" W";"15°56'49.032"" N"
Rancho Lu;Villa de Tututepec;5;5;" 97°19'59.607"" W";"15°56'51.803"" N"
El Señor;Villa de Tututepec;5;4;" 97°32'18.416"" W";"16°00'48.151"" N"
Los Tabachines;Villa de Tututepec;*;*;" 97°31'23.033"" W";"16°00'07.970"" N"
La Torre [Colonia];Villa de Tututepec;127;123;" 97°25'56.354"" W";"16°01'51.675"" N"
Altos Paraíso [Hotel y Club Campestre];Villa de Tututepec;*;*;" 97°18'10.276"" W";"15°56'46.626"" N"
Barranca Honda;Villa de Tututepec;2;5;" 97°16'47.272"" W";"16°01'18.896"" N"
Cerro Tigre;Villa de Tututepec;*;*;" 97°27'05.643"" W";"16°11'34.963"" N"
Los Mangales;Villa de Tututepec;*;*;" 97°44'16.942"" W";"15°58'35.455"" N"
El Paraíso Escondido (Los Sotelo);Villa de Tututepec;*;*;" 97°42'06.916"" W";"16°01'55.954"" N"
La Perla del Sureste;Villa de Tututepec;*;*;" 97°41'44.004"" W";"16°04'39.306"" N"
La Pista;Villa de Tututepec;*;*;" 97°42'05.093"" W";"16°04'43.487"" N"
La Polar;Villa de Tututepec;14;13;" 97°29'10.565"" W";"16°00'48.784"" N"
Los Potrillos;Villa de Tututepec;*;*;" 97°37'36.578"" W";"16°03'20.849"" N"
Las Delicias;Villa de Tututepec;*;*;" 97°41'04.917"" W";"16°02'28.731"" N"
Los Tamarindos;Villa de Tututepec;*;*;" 97°34'59.788"" W";"16°07'43.102"" N"
Villa Nueva;Villa de Tututepec;7;5;" 97°34'29.459"" W";"16°02'23.578"" N"
El Zanjón;Villa de Tututepec;67;70;" 97°35'29.312"" W";"16°04'26.641"" N"
Kilómetro 88;Villa de Tututepec;8;6;" 97°27'57.270"" W";"16°00'49.921"" N"
Rancho Santa Amalia;Villa de Tututepec;*;*;" 97°26'14.903"" W";"15°58'14.829"" N"
Maximino Ríos;Villa de Tututepec;*;*;" 97°25'05.368"" W";"15°57'52.988"" N"
Rancho Miraflores;Villa de Tututepec;*;*;" 97°34'48.556"" W";"16°03'14.854"" N"
Rancho Puerta Roja;Villa de Tututepec;*;*;" 97°41'51.748"" W";"16°02'44.756"" N"
San Gala;Villa de Tututepec;*;*;" 97°24'46.623"" W";"16°04'23.016"" N"
Vista Hermosa;Villa de Tututepec;*;*;" 97°22'25.167"" W";"15°56'19.311"" N"
El Tercer Sol;Villa de Tututepec;8;9;" 97°27'28.477"" W";"16°00'01.003"" N"
El Tololote;Villa de Tututepec;*;*;" 97°25'57.051"" W";"15°58'48.293"" N"
La Nueva Esperanza;Villa de Tututepec;*;*;" 97°25'28.670"" W";"15°59'28.070"" N"
Olivos del Sol;Villa de Tututepec;19;20;" 97°24'06.716"" W";"15°58'41.136"" N"
Primero de Abril [Colonia];Villa de Tututepec;128;110;" 97°25'24.257"" W";"16°00'16.682"" N"
Campamento Cerro Hermoso;Villa de Tututepec;148;165;" 97°32'06.542"" W";"15°58'20.084"" N"
La Ceiba (Los 3 Potrillos);Villa de Tututepec;*;*;" 97°42'21.281"" W";"16°03'28.396"" N"
Loma Bonita [Colonia];Villa de Tututepec;16;20;" 97°42'39.326"" W";"16°07'04.548"" N"
Getsemaní;Villa de Tututepec;*;*;" 97°40'46.800"" W";"16°05'00.900"" N"
Gloria Escondida;Villa de Tututepec;*;*;" 97°41'23.321"" W";"16°04'31.721"" N"
La Parota;Villa de Tututepec;*;*;" 97°43'26.910"" W";"16°02'29.330"" N"
La Soledad;Villa de Tututepec;*;*;" 97°41'01.710"" W";"16°02'50.020"" N"
Los Colorados;Villa de Tututepec;*;*;" 97°41'48.470"" W";"16°04'29.610"" N"
Mina Verde;Villa de Tututepec;*;*;" 97°42'03.350"" W";"16°03'38.310"" N"
La Ceiba;Villa de Tututepec;24;16;" 97°42'31.800"" W";"16°06'40.047"" N"
El Bien [Rancho];Villa de Tututepec;*;*;" 97°42'28.029"" W";"16°04'20.726"" N"
San Fernando [Rancho];Villa de Tututepec;*;*;" 97°41'43.502"" W";"16°03'22.834"" N"
El Olvido [Rancho];Villa de Tututepec;*;*;" 97°40'14.878"" W";"16°02'50.901"" N"
La Montserrat [Rancho];Villa de Tututepec;*;*;" 97°42'12.184"" W";"16°03'08.620"" N"
El Buen Sendero [Rancho];Villa de Tututepec;*;*;" 97°38'37.062"" W";"16°04'06.273"" N"
La Guadalupana [Rancho];Villa de Tututepec;*;*;" 97°37'19.137"" W";"16°03'16.193"" N"
García [Rancho];Villa de Tututepec;*;*;" 97°35'26.302"" W";"16°02'35.135"" N"
Los Limones (Kilómetro 84) [Rancho];Villa de Tututepec;*;*;" 97°29'58.810"" W";"16°01'06.342"" N"
Chacahua la Grúa;Villa de Tututepec;240;238;" 97°41'12.438"" W";"15°58'06.124"" N"
Príncipe de Paz;Villa de Tututepec;*;*;" 97°41'43.633"" W";"16°04'58.748"" N"
Mario León Santos [Rancho];Villa de Tututepec;*;*;" 97°37'48.578"" W";"16°05'43.385"" N"
San Miguel [Finca];Villa de Tututepec;*;*;" 97°36'37.003"" W";"16°04'14.130"" N"
El Coyonal;Villa de Tututepec;*;*;" 97°34'24.373"" W";"16°05'36.502"" N"
El Tamarindo [Rancho];Villa de Tututepec;*;*;" 97°41'32.665"" W";"16°04'47.011"" N"
El Mapache;Villa de Tututepec;*;*;" 97°26'46.813"" W";"15°58'25.265"" N"
Piedra Ahumada;Villa de Tututepec;*;*;" 97°22'06.487"" W";"15°56'18.392"" N"
Oaxaquilla [Colonia];Villa de Tututepec;24;19;" 97°27'06.350"" W";"16°00'52.441"" N"
Localidades de una vivienda;Villa de Tututepec;85;95;*;*
Localidades de dos viviendas;Villa de Tututepec;43;57;*;*
Total del Municipio;San Pedro Yaneri;449;418;*;*
San Pedro Yaneri;San Pedro Yaneri;247;243;" 96°21'16.454"" W";"17°25'09.681"" N"
San Juan Tepanzacoalco;San Pedro Yaneri;202;175;" 96°22'39.926"" W";"17°24'05.262"" N"
Total del Municipio;San Pedro Yólox;878;819;*;*
San Pedro Yólox;San Pedro Yólox;393;366;" 96°33'05.672"" W";"17°35'18.369"" N"
Rosario Temextitlán;San Pedro Yólox;130;123;" 96°33'02.183"" W";"17°35'37.809"" N"
Chirimoya Yólox;San Pedro Yólox;*;*;" 96°26'07.054"" W";"17°37'40.613"" N"
San Francisco la Reforma;San Pedro Yólox;139;137;" 96°34'13.390"" W";"17°38'24.074"" N"
San Martín Buenavista;San Pedro Yólox;139;115;" 96°36'53.498"" W";"17°38'04.196"" N"
Nuevo Rosario Temextitlán;San Pedro Yólox;74;69;" 96°21'54.836"" W";"17°40'58.896"" N"
El Carrizal;San Pedro Yólox;2;6;" 96°38'20.077"" W";"17°32'58.700"" N"
Localidades de una vivienda;San Pedro Yólox;*;*;*;*
Total del Municipio;San Pedro y San Pablo Ayutla;3083;2533;*;*
San Pedro y San Pablo Ayutla;San Pedro y San Pablo Ayutla;1321;1026;" 96°04'37.494"" W";"17°01'37.743"" N"
Cerro del Amole;San Pedro y San Pablo Ayutla;136;117;" 96°04'23.430"" W";"16°59'43.628"" N"
Cerro Pelón;San Pedro y San Pablo Ayutla;243;188;" 96°06'38.585"" W";"16°59'42.416"" N"
El Duraznal;San Pedro y San Pablo Ayutla;398;321;" 96°10'05.895"" W";"17°01'53.560"" N"
Lachicocana;San Pedro y San Pablo Ayutla;247;217;" 96°09'45.337"" W";"17°03'44.003"" N"
El Paraíso;San Pedro y San Pablo Ayutla;7;8;" 96°05'20.775"" W";"17°02'46.242"" N"
El Portillo Matagallina;San Pedro y San Pablo Ayutla;175;150;" 96°07'46.386"" W";"17°01'14.129"" N"
Monte Rosa;San Pedro y San Pablo Ayutla;116;134;" 96°09'28.484"" W";"17°00'21.962"" N"
La Laguna;San Pedro y San Pablo Ayutla;95;72;" 96°07'36.584"" W";"16°59'26.338"" N"
Tierra Blanca;San Pedro y San Pablo Ayutla;*;*;" 96°10'45.054"" W";"17°02'56.372"" N"
Yerba Santa;San Pedro y San Pablo Ayutla;19;14;" 96°10'56.833"" W";"17°00'36.772"" N"
Rancho Encino;San Pedro y San Pablo Ayutla;43;34;" 96°08'33.634"" W";"17°03'33.412"" N"
La Talera;San Pedro y San Pablo Ayutla;14;15;" 96°11'44.428"" W";"17°00'54.671"" N"
El Portillo Guadalupe;San Pedro y San Pablo Ayutla;27;24;" 96°05'53.076"" W";"17°01'18.729"" N"
Duraznal;San Pedro y San Pablo Ayutla;9;6;" 96°11'42.348"" W";"17°02'19.178"" N"
Puente Azul;San Pedro y San Pablo Ayutla;6;7;" 96°07'21.992"" W";"17°00'19.290"" N"
Rancho Aguacatillo;San Pedro y San Pablo Ayutla;*;*;" 96°09'04.708"" W";"17°02'33.783"" N"
Rancho Magueyal;San Pedro y San Pablo Ayutla;13;12;" 96°09'47.378"" W";"16°58'09.417"" N"
Río Algodón;San Pedro y San Pablo Ayutla;*;*;" 96°09'27.061"" W";"17°01'56.838"" N"
Tierra Blanca;San Pedro y San Pablo Ayutla;13;7;" 96°09'22.316"" W";"16°58'51.918"" N"
El Zacatal;San Pedro y San Pablo Ayutla;*;*;" 96°08'08.294"" W";"16°59'05.412"" N"
Río Hamaca;San Pedro y San Pablo Ayutla;*;*;" 96°09'49.773"" W";"17°06'47.663"" N"
Tierra Caliente;San Pedro y San Pablo Ayutla;115;104;" 96°10'52.450"" W";"17°06'14.020"" N"
El Manzanal;San Pedro y San Pablo Ayutla;36;28;" 96°04'46.509"" W";"17°00'58.450"" N"
Vista Hermosa;San Pedro y San Pablo Ayutla;16;14;" 96°06'34.121"" W";"17°02'32.247"" N"
Esquipulas;San Pedro y San Pablo Ayutla;22;28;" 96°04'35.384"" W";"17°00'32.741"" N"
Localidades de una vivienda;San Pedro y San Pablo Ayutla;*;*;*;*
Localidades de dos viviendas;San Pedro y San Pablo Ayutla;9;6;*;*
Total del Municipio;Villa de Etla;5369;4992;*;*
Villa de Etla;Villa de Etla;4114;3883;" 96°48'02.086"" W";"17°12'27.101"" N"
Santo Domingo Barrio Alto;Villa de Etla;692;624;" 96°47'09.424"" W";"17°11'37.650"" N"
El Pipal;Villa de Etla;5;6;" 96°48'26.728"" W";"17°11'21.398"" N"
Moctezuma [Colonia];Villa de Etla;111;98;" 96°47'32.783"" W";"17°12'08.042"" N"
Santo Domingo [Fraccionamiento];Villa de Etla;447;381;" 96°47'28.542"" W";"17°11'10.904"" N"
Total del Municipio;San Pedro y San Pablo Teposcolula;2299;2054;*;*
San Pedro y San Pablo Teposcolula;San Pedro y San Pablo Teposcolula;1094;984;" 97°29'17.479"" W";"17°30'43.451"" N"
Guadalupe Tixa;San Pedro y San Pablo Teposcolula;36;36;" 97°31'02.952"" W";"17°30'32.160"" N"
Guadalupe Vista Hermosa;San Pedro y San Pablo Teposcolula;202;182;" 97°36'46.699"" W";"17°31'13.127"" N"
San Felipe Ixtapa;San Pedro y San Pablo Teposcolula;59;57;" 97°31'27.727"" W";"17°29'38.503"" N"
San Miguel Tixá;San Pedro y San Pablo Teposcolula;118;95;" 97°31'08.792"" W";"17°30'00.875"" N"
Santa Catarina Río Delgado;San Pedro y San Pablo Teposcolula;24;19;" 97°31'27.483"" W";"17°28'27.658"" N"
Yucuninde;San Pedro y San Pablo Teposcolula;73;71;" 97°26'04.794"" W";"17°30'50.249"" N"
Santo Tomás Tecolotitlán;San Pedro y San Pablo Teposcolula;92;73;" 97°31'14.570"" W";"17°28'58.166"" N"
Yodonocuito;San Pedro y San Pablo Teposcolula;114;87;" 97°27'17.218"" W";"17°30'33.709"" N"
Yucumesa;San Pedro y San Pablo Teposcolula;101;108;" 97°26'47.210"" W";"17°30'11.560"" N"
El Molino;San Pedro y San Pablo Teposcolula;57;55;" 97°26'38.618"" W";"17°29'15.592"" N"
La Campana;San Pedro y San Pablo Teposcolula;77;63;" 97°27'16.588"" W";"17°29'54.402"" N"
El Alarcón;San Pedro y San Pablo Teposcolula;41;43;" 97°28'24.760"" W";"17°29'35.230"" N"
La Unión Tixá;San Pedro y San Pablo Teposcolula;*;*;" 97°34'12.228"" W";"17°32'16.986"" N"
El Colibrí;San Pedro y San Pablo Teposcolula;4;4;" 97°26'47.258"" W";"17°31'17.278"" N"
El Rosario;San Pedro y San Pablo Teposcolula;40;29;" 97°31'55.833"" W";"17°29'24.715"" N"
Paraje Tandaa (Sección Segunda);San Pedro y San Pablo Teposcolula;32;36;" 97°29'07.472"" W";"17°30'46.344"" N"
Primera Sección (Pozas Frías o Andúa);San Pedro y San Pablo Teposcolula;4;6;" 97°29'22.025"" W";"17°31'00.967"" N"
San Francisco de Asís;San Pedro y San Pablo Teposcolula;81;54;" 97°29'43.666"" W";"17°30'28.687"" N"
Sección Tercera (Paraje la Cruz);San Pedro y San Pablo Teposcolula;*;*;" 97°28'27.290"" W";"17°30'19.996"" N"
Santo Domingo Tlachitongo;San Pedro y San Pablo Teposcolula;44;46;" 97°20'23.348"" W";"17°25'00.120"" N"
El Llano de Río Delgado;San Pedro y San Pablo Teposcolula;*;*;" 97°32'01.343"" W";"17°29'08.568"" N"
Localidades de una vivienda;San Pedro y San Pablo Teposcolula;*;*;*;*
Localidades de dos viviendas;San Pedro y San Pablo Teposcolula;5;5;*;*
Total del Municipio;San Pedro y San Pablo Tequixtepec;947;800;*;*
San Pedro y San Pablo Tequixtepec;San Pedro y San Pablo Tequixtepec;209;176;" 97°43'04.246"" W";"18°03'38.362"" N"
Santa María Mixquixtlahuaca;San Pedro y San Pablo Tequixtepec;70;65;" 97°36'52.544"" W";"18°05'57.734"" N"
San Francisco Huapanapan;San Pedro y San Pablo Tequixtepec;106;84;" 97°40'21.216"" W";"18°08'17.006"" N"
San José Trujápam;San Pedro y San Pablo Tequixtepec;109;95;" 97°38'47.862"" W";"18°10'05.028"" N"
San Juan Yolotepec;San Pedro y San Pablo Tequixtepec;93;81;" 97°44'34.222"" W";"18°06'27.798"" N"
San Miguel Ixtápam;San Pedro y San Pablo Tequixtepec;198;159;" 97°49'59.391"" W";"18°02'50.763"" N"
Santa Catalina Chinango;San Pedro y San Pablo Tequixtepec;54;54;" 97°45'19.763"" W";"18°06'27.555"" N"
Puente de Vigas;San Pedro y San Pablo Tequixtepec;13;9;" 97°41'36.230"" W";"18°03'57.183"" N"
San Elías;San Pedro y San Pablo Tequixtepec;*;*;" 97°42'33.181"" W";"18°05'57.158"" N"
El Capulín;San Pedro y San Pablo Tequixtepec;*;*;" 97°35'46.958"" W";"18°05'35.935"" N"
Tepalcatepec;San Pedro y San Pablo Tequixtepec;16;13;" 97°40'19.714"" W";"18°04'52.377"" N"
Amatitlán;San Pedro y San Pablo Tequixtepec;5;5;" 97°45'52.288"" W";"18°05'36.743"" N"
Desviación de Tequixtepec;San Pedro y San Pablo Tequixtepec;*;*;" 97°41'31.941"" W";"18°02'42.612"" N"
Rancho Culebra;San Pedro y San Pablo Tequixtepec;*;*;" 97°36'51.821"" W";"18°09'05.698"" N"
Piedra Lisa;San Pedro y San Pablo Tequixtepec;*;*;" 97°41'53.910"" W";"18°04'45.208"" N"
Guadalupe Mezquital;San Pedro y San Pablo Tequixtepec;42;31;" 97°41'15.573"" W";"18°05'20.463"" N"
Piedra Azul;San Pedro y San Pablo Tequixtepec;*;*;" 97°49'55.810"" W";"18°04'54.603"" N"
Rumbo a Tiniyú;San Pedro y San Pablo Tequixtepec;8;9;" 97°43'08.243"" W";"18°03'53.614"" N"
Barrio San Pedro;San Pedro y San Pablo Tequixtepec;10;9;" 97°43'09.191"" W";"18°03'24.378"" N"
Barrio San Sebastián;San Pedro y San Pablo Tequixtepec;*;*;" 97°43'19.612"" W";"18°03'41.729"" N"
La Hierba Santa;San Pedro y San Pablo Tequixtepec;*;*;" 97°42'06.821"" W";"18°01'28.761"" N"
Localidades de una vivienda;San Pedro y San Pablo Tequixtepec;7;7;*;*
Localidades de dos viviendas;San Pedro y San Pablo Tequixtepec;7;3;*;*
Total del Municipio;San Pedro Yucunama;132;109;*;*
San Pedro Yucunama;San Pedro Yucunama;132;109;" 97°28'57.328"" W";"17°33'39.615"" N"
Total del Municipio;San Raymundo Jalpan;2186;1919;*;*
San Raymundo Jalpan;San Raymundo Jalpan;1346;1153;" 96°45'19.792"" W";"16°58'13.427"" N"
Barrio San Juan (La Estación);San Raymundo Jalpan;12;9;" 96°44'59.368"" W";"16°58'19.120"" N"
Ojo de Agua;San Raymundo Jalpan;9;9;" 96°45'20.768"" W";"16°57'55.275"" N"
Rancho Viejo [Paraje];San Raymundo Jalpan;67;78;" 96°45'48.440"" W";"16°59'47.972"" N"
Paraje Saucipres;San Raymundo Jalpan;31;36;" 96°45'36.995"" W";"16°59'46.831"" N"
Paraje Detrás de la Loma;San Raymundo Jalpan;23;22;" 96°44'33.850"" W";"16°59'42.111"" N"
Real Antequera III [Fraccionamiento];San Raymundo Jalpan;106;92;" 96°44'36.199"" W";"16°59'38.803"" N"
Real Antequera II [Fraccionamiento];San Raymundo Jalpan;254;210;" 96°45'01.837"" W";"16°59'42.020"" N"
Habitat Cuilápam [Fraccionamiento];San Raymundo Jalpan;293;261;" 96°45'25.619"" W";"16°59'06.630"" N"
La Luz [Paraje];San Raymundo Jalpan;13;20;" 96°44'59.345"" W";"16°58'28.528"" N"
Los Sauces [Paraje];San Raymundo Jalpan;21;15;" 96°44'58.210"" W";"16°58'35.443"" N"
La Curva [Paraje];San Raymundo Jalpan;3;5;" 96°44'55.072"" W";"16°58'49.244"" N"
Pie de Moctezuma [Paraje];San Raymundo Jalpan;3;4;" 96°44'48.527"" W";"16°59'06.374"" N"
Atrás de la Loma [Paraje];San Raymundo Jalpan;5;5;" 96°44'44.113"" W";"16°59'26.687"" N"
Total del Municipio;San Sebastián Abasolo;1051;948;*;*
San Sebastián Abasolo;San Sebastián Abasolo;811;726;" 96°35'19.893"" W";"16°59'40.830"" N"
Santa Rosa Buena Vista;San Sebastián Abasolo;233;217;" 96°36'56.075"" W";"16°58'39.947"" N"
Los Sauces [Paraje];San Sebastián Abasolo;*;*;" 96°36'03.408"" W";"16°58'28.682"" N"
Rompe Capa [Paraje];San Sebastián Abasolo;*;*;" 96°34'44.732"" W";"16°59'03.263"" N"
Localidades de una vivienda;San Sebastián Abasolo;*;*;*;*
Localidades de dos viviendas;San Sebastián Abasolo;*;*;*;*
Total del Municipio;San Sebastián Coatlán;1450;1359;*;*
San Sebastián Coatlán;San Sebastián Coatlán;641;585;" 96°49'39.141"" W";"16°12'04.531"" N"
El Gavilán;San Sebastián Coatlán;21;25;" 96°52'37.884"" W";"16°06'51.811"" N"
El Porvenir Ballesteros;San Sebastián Coatlán;120;120;" 96°55'17.599"" W";"16°03'40.557"" N"
Piedra Campana;San Sebastián Coatlán;66;66;" 96°55'04.197"" W";"16°02'26.464"" N"
